date,title,abstract
2016-07-27,"BRIEF-Tesla's Musk on Mobileye ""our parting ways was inevitable""","July 26 Tesla Motors CEO Musk says gigafactory could employ 10,000 within 3-4 years"
2016-07-28,UPDATE 1-Tesla gets vote of confidence from a top investor at Fidelity,"BOSTON, July 28 The manager of Fidelity's OTC Portfolio, a top investor in Tesla Motors Inc and SolarCity Corp, gave the electric automaker's strategies a vote of confidence in his most recent commentary to fund shareholders."
2016-07-28,Tesla gets vote of confidence from a top investor at Fidelity,"BOSTON, July 28 Fidelity's OTC Portfolio, a top investor in Tesla Motors Inc, gave the electric car maker a vote of confidence in its latest commentary, saying it boosted its position in the company during the second quarter."
2016-07-29,UPDATE 2-Sony keeps profit outlook as PlayStation 4 software sales surge,"* Panasonic to raise $3.9 bln in part for Tesla plant investment   (Adds details on image sensor business, Panasonic investment)"
2016-07-29,"Panasonic to raise $3.9 billion, partly to finance Tesla plant investment","TOKYO Japan's Panasonic Corp  said on Friday it would raise up to 400 billion yen ($3.86 billion) in corporate bonds, partly because it needs to bring forward its investment in a Tesla Motors Inc  battery factory."
2016-07-29,"Panasonic to raise $3.9 bln, partly to finance Tesla plant investment","TOKYO, July 29 Japan's Panasonic Corp  said on Friday it would raise up to 400 billion yen ($3.86 billion) in corporate bonds, partly because it needs to bring forward its investment in a Tesla Motors Inc battery factory."
2016-08-01,UPDATE 8-SolarCity accepts Tesla's $2.6 billion offer; both shares fall,"* Offer includes 45 day ""go-shop"" period   (Adds S&P; CreditWatch action on Tesla; closing prices for Tesla and SolarCity shares)"
2016-08-01,BRIEF-Solarcity Corp enters into agreement with Tesla,"* On July 31, 2016, Tesla and Solarcity entered into an agreement and plan of merger"
2016-08-01,Tesla to buy SolarCity in $2.6 bln stock deal,Aug 1 Tesla Motors Inc said it would buy solar panel installer SolarCity Corp for $2.6 billion in shares to form a one-stop clean energy shop.
2016-08-01,"BRIEF-Tesla Motors, Solarcity announce call to discuss combination","* Will host a conference call and webcast at 5:00 a.m. PT (8:00 a.m. ET) on Monday, August 1, 2016 to discuss Tesla's acquisition of Solarcity"
2016-08-01,BRIEF-Tesla to buy SolarCity in all-stock deal for $2.6 bln,* Expect to achieve cost synergies of $150 million in the first full year after closing
2016-08-01,"Tesla, SolarCity set to announce merger: sources","Tesla Motors Inc  and SolarCity Corp  could announce they have agreed to merge as early as Monday, people familiar with the matter said, setting the stage for a campaign to convince the two companies' shareholders to back the deal."
2016-08-01,"UPDATE 2-Tesla, SolarCity set to announce merger on Monday -sources","July 31 Tesla Motors Inc and SolarCity Corp could announce they have agreed to merge as early as Monday, people familiar with the matter said, setting the stage for a campaign to convince the two companies' shareholders to back the deal."
2016-08-02,"Musk, big investors likely to boost stakes in Tesla","DETROIT, Aug 2 Elon Musk and key institutional investors will probably tighten their control over electric car maker Tesla Motors Inc after it acquires sister company SolarCity Inc, a Reuters analysis shows."
2016-08-03,"UPDATE 3-Tesla posts another loss, but says on track for future deliveries","SAN FRANCISCO, Aug 3 Tesla Motors Inc  reported a steeper than expected  quarterly loss on Wednesday on higher spending at its vehicle and battery factories, and said adjusted profitability could be within sight if the company meets its delivery goals."
2016-08-03,BRIEF-Tesla posts Q2 non-GAAP loss of $1.06 per share,* Q2 GAAP net loss was $293 million or a $2.09 loss per share
2016-08-03,"UPDATE 1-Tesla posts 13th straight loss, says on track for H2 deliveries",Aug 3 Tesla Motors Inc reported its 13th straight quarterly loss as a rise in sales of its Model S and Model X electric cars failed to make up for the huge cost of ramping up production.
2016-08-03,Tesla posts 13th straight quarterly loss,Aug 3 Tesla Motors Inc reported its 13th straight quarterly loss as a rise in sales of its Model S and Model X electric cars failed to make up for the huge cost of ramping up production.
2016-08-03,"Under Tesla's wing, SolarCity's future remains uncertain","After four rocky years as a publicly traded company in the volatile renewable energy sector, SolarCity Corp  may now be wading into an equally uncertain future."
2016-08-03,"Under Tesla's wing, SolarCity's future remains uncertain","After four rocky years as a publicly traded company in the volatile renewable energy sector, SolarCity Corp  may now be wading into an equally uncertain future."
2016-08-06,UPDATE 2-Tesla Motors discloses $1.1 bln in third-quarter cash needs,"SAN FRANCISCO, Aug 5 Tesla Motors Inc  on Friday disclosed $1.1 billion in third quarter cash requirements in payments and planned expenditures, about a third of the cash on hand mid-year, in a new sign of pressure on the electric vehicle maker."
2016-08-09,SolarCity says Tesla talks delayed closing project financing,"Solar panel installer SolarCity Corp , which recently accepted Tesla Motors Inc's  $2.6 billion takeover offer, said it experienced greater-than-usual delays in closing new project financing commitments due to the takeover talks."
2016-08-09,UPDATE 2-SolarCity says Tesla talks delayed closing project financing,"Aug 9 Solar panel installer SolarCity Corp , which recently accepted Tesla Motors Inc's  $2.6 billion takeover offer, said it experienced greater-than-usual delays in closing new project financing commitments due to the takeover talks."
2016-08-09,REFILE-SolarCity quarterly revenue surges 81 pct,"Aug 9 SolarCity Corp, which recently accepted Tesla Motors Inc's $2.6 billion takeover offer, reported an 80.7 percent rise in quarterly revenue as bookings rose in part due to a redesigned loan offering."
2016-08-15,UPDATE 2-Tesla gained investor backing during second quarter,"BOSTON, Aug 15 Tesla Motors Inc gained backing from Fidelity Investments and from hedge funds during the second quarter, recent securities filings show, a period when the electric car company made a buyout offer for SolarCity Corp."
2016-08-15,Large SolarCity owner cuts stake in second quarter,"BOSTON, Aug 15 A large SolarCity Corp  hedge fund investor cut most of its stake in the solar panel installer during the second quarter, quarterly filings show, the period when the company received a buyout offer from Tesla Motors Inc."
2016-08-23,Tesla's Musk buying over half of SolarCity bond offer - filing,"SAN FRANCISCO, Aug 23 Tesla Motors  Chief Executive Elon Musk is buying $65 million of bonds from SolarCity Corp in the latest debt offering by the solar panel company that Tesla plans to acquire for $2.6 billion, according to a filing on Tuesday."
2016-08-23,Tesla touts speed and driving range with new upgraded battery,"SAN FRANCISCO/WASHINGTON Tesla Motors Inc  crowned itself the maker of the world's fastest production car on Tuesday, saying a new version of its Model S all-electric sedan can accelerate from 0-60 miles per hour in just 2-1/2 seconds."
2016-08-23,UPDATE 4-Tesla touts speed and driving range with new upgraded battery,"SAN FRANCISCO/WASHINGTON, Aug 23 Tesla Motors Inc crowned itself the maker of the world's fastest production car on Tuesday, saying a new version of its Model S all-electric sedan can accelerate from 0-60 miles per hour in just 2-1/2 seconds."
2016-08-23,"Tesla unveils 100 kWh battery for Model S, Model X cars","Aug 23 Electric car maker Tesla Motors Inc  will launch a 100 kilowatt hour (kWh) battery for its Model S and Model X cars, Chief Executive Elon Musk said on Tuesday."
2016-08-23,"Tesla to unveil new product Tuesday, shares rise","Aug 23 Tesla Motors Inc chief executive Elon Musk said on Tuesday that the company planned to make a product announcement later in the day, sending the company's share price higher."
2016-08-23,BRIEF-Image Systems receives order from Tesla Motors,* Shares up 50 pct percent after receiving order from Tesla Motors  Source text for Eikon:  Further company coverage:    (Gdynia Newsroom)
2016-08-25,Tesla wins U.S. antitrust approval to buy SolarCity,"WASHINGTON Tesla Motors Inc  has won U.S. antitrust approval to buy solar panel installer SolarCity Corp , moving closer to its goal of creating a carbon-free energy and transportation company."
2016-08-25,UPDATE 3-Tesla wins U.S. antitrust approval to buy SolarCity,"WASHINGTON, Aug 25 Tesla Motors Inc has won U.S. antitrust approval to buy solar panel installer SolarCity Corp, moving closer to its goal of creating a carbon-free energy and transportation company."
2016-08-25,BRIEF-Ningbo Tuopu Group signs supplier selection letter with Tesla Motors,* Ningbo Tuopu Group signed a supplier selection letter with Tesla Motors on Aug. 23
2016-08-31,UPDATE 3-Tesla plans to raise funds this year to tackle cash crunch,"Aug 31 Facing a severe cash crunch, Tesla Motors Inc plans to raise additional money this year to help fund development and production of its new Model 3 sedan and build out a massive battery factory, the company said on Wednesday."
2016-08-31,Tesla will release Autopilot update 'in weeks': Musk,"Tesla Motors Inc  plans to release an update of its partly automated self-driving system ""in a few weeks,"" Chief Executive Elon Musk tweeted on Wednesday."
2016-08-31,UPDATE 1-Tesla will release Autopilot update 'in weeks' -Musk,"Aug 31 Tesla Motors Inc plans to release an update of its partly automated self-driving system ""in a few weeks,"" Chief Executive Elon Musk tweeted on Wednesday."
2016-08-31,"Tesla will release Autopilot update ""in weeks"" -Musk","Aug 31 Tesla Motors Inc plans to release an update of its partly automated self-driving system ""in a few weeks,"" Chief Executive Elon Musk said on Twitter on Wednesday."
2016-08-31,Tesla says it plans to raise additional cash this year,"Aug 31 Tesla Motors plans to raise additional cash this year to help it fund development and production of its new Model 3 sedan and build out its giant battery factory, the company said in a filing on Wednesday."
2016-08-31,BRIEF-Tesla currently planning to raise additional funds by end of this year,* Tesla Motors files preliminary joint proxy statement related to Solarcity deal - SEC filing
2016-09-03,Daimler plans at least six electric car models - source,"FRANKFURT, Sept 3 German carmaker Daimler  plans to roll out at least six, and possibly as many as nine, electric car models as part of its push to compete with Tesla and Volkswagen's Audi, a person familiar with Daimler's plans told Reuters."
2016-09-07,Tesla gets $300 million lease credit line from Deutsche Bank,"SAN FRANCISCO Tesla Motors Inc said on Wednesday it had entered into an agreement with Deutsche Bank whereby the electric car maker can borrow up to $300 million for its vehicle leasing program, part of a broader effort to bolster the company's finances."
2016-09-07,Tesla gets $300 million lease credit line from Deutsche Bank,"SAN FRANCISCO, Sept 7 Tesla Motors Inc  said on Wednesday it had entered into an agreement with Deutsche Bank whereby the electric car maker can borrow up to $300 million for its vehicle leasing program, part of a broader effort to bolster the company's finances."
2016-09-12,UPDATE 2-SolarCity raises $305 mln in deal advised by Soros' firm,"Sept 12 Solar panel installer SolarCity Corp , which is being bought by Tesla Motors Inc, on Monday said it had raised $305 million by selling the future cash flows for a portfolio of solar projects to a fund advised by billionaire investor George Soros' hedge fund."
2016-09-12,SolarCity raises $305 mln to fund solar projects,"Sept 12 Solar panel installer SolarCity Corp , which is being bought by Tesla Motors Inc for $2.6 billion, said on Monday it had raised $305 million to fund its projects."
2016-09-13,UPDATE 2-Short-seller Chanos calls Tesla-SolarCity merger 'crazy' -CNBC conference,"NEW YORK, Sept 13 The prominent short-seller Jim Chanos, founder of Kynikos Associates, on Tuesday called the proposed merger of Tesla Motors Inc and SolarCity Corp  ""crazy,"" noting that the combined company would need constant access to capital markets."
2016-09-13,Short-seller Chanos calls Tesla-SolarCity merger 'crazy' - CNBC conference,"NEW YORK, Sept 13 The prominent short-seller Jim Chanos, founder of Kynikos Associates, called the proposed merger of Tesla Motors Inc and SolarCity Corp  ""crazy,"" noting that the combined company would need constant access to capital markets."
2016-09-13,"GM says Bolt EV to have 238-mile range, more than Tesla Model 3","DETROIT General Motors Co said on Tuesday its electric subcompact Chevrolet Bolt EV will have an average range of 238 miles on a full charge, farther than rival Tesla Motors Inc expects for its upcoming Model 3."
2016-09-13,"UPDATE 2-GM says Bolt EV to have 238-mile range, more than Tesla Model 3","DETROIT, Sept 13 General Motors Co said on Tuesday its electric subcompact Chevrolet Bolt EV will have an average range of 238 miles on a full charge, farther than rival Tesla Motors Inc expects for its upcoming Model 3."
2016-09-13,"GM says Bolt EV will have 238 miles range, besting Tesla Model 3","DETROIT, Sept 13 General Motors Co on Tuesday announced that its electric subcompact Bolt EV will have an average range of 238 miles on a full charge, farther than Tesla Motors Inc has stated for its upcoming Model 3 range."
2016-09-16,Mobileye says it warned Tesla against enabling 'hands-free' driving,"FRANKFURT, Sept 16 Mobileye NV said in a U.S. securities filing on Friday that its top executives were assured by Tesla Motors Inc Chief Executive Elon Musk that drivers of the company's electric cars would not be allowed to take their hands off the wheel when using the ""Autopilot"" driving assistance system, but Tesla later allowed hands-free driving over Mobileye's objections."
2016-09-19,Tesla says lawsuits may delay SolarCity deal,"Tesla Motors Inc said on Monday its proposed acquisition of SolarCity Corp could be delayed because of shareholder lawsuits alleging board members breached their fiduciary duty, the latest hurdle to a $2.6 billion deal."
2016-09-19,UPDATE 2-Tesla says lawsuits may delay SolarCity deal,"Sept 19 Tesla Motors Inc said on Monday its proposed acquisition of SolarCity Corp could be delayed because of shareholder lawsuits alleging board members breached their fiduciary duty, the latest hurdle to a $2.6 billion deal."
2016-09-19,Deals of the day-Mergers and acquisitions,"Sept 19 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Monday:"
2016-09-19,Deals of the day-Mergers and acquisitions,"Sept 19 The following bids, mergers, acquisitions and disposals were reported by 1500 GMT on Monday:"
2016-09-19,CORRECTED-UPDATE 1-Tesla says lawsuits could delay SolarCity deal,Sept 19 Elon Musk-led Tesla Motor Inc  said on Monday its proposed acquisition of SolarCity Corp  could be delayed due to shareholder lawsuits challenging the deal.
2016-09-19,Tesla says lawsuits could delay SolarCity deal,Sept 19 Elon Musk-led Tesla Motor Inc  said on Monday its proposed acquisition of SolarCity Corp  could be delayed due to shareholder lawsuits challenging the deal.
2016-09-19,BRIEF-Four lawsuits filed by purported stockholders of Tesla challenging SolarCity deal,"* Between Sept 1 and Sept 14, four lawsuits filed in court of Chancery of State of Delaware by purported stockholders of Tesla challenging SolarCity deal"
2016-09-23,REFILE-UPDATE 2-SpaceX blast investigation suggests breach in oxygen tank's helium system,"DALLAS, Sept 23 A SpaceX rocket that burst into flames on its launch pad at the beginning of this month likely suffered a large breach in its upper-stage helium system, the company said on Friday."
2016-09-27,SolarCity sued by Cogenra Solar and Khosla Ventures,"Elon Musk's SolarCity  has been accused of intellectual property theft by Cogenra Solar Inc, a wholly owned subsidiary of SunPower Corporation , and Khosla Ventures."
2016-09-28,SolarCity names Radford Small CFO,"Sept 28 Solar panel installer SolarCity Corp , which is in the process of being bought by Tesla Motors Inc, named Radford Small chief financial officer, replacing Tanguy Serra."
2016-10-04,Henrik Fisker launches new electric car company,"Detroit, Oct 4 Henrik Fisker, whose previous automotive venture collapsed in 2013 owing U.S. taxpayers $139 million, said on Tuesday he plans to launch a new electric car company next year to compete with Tesla."
2016-10-09,UPDATE 2-Tesla's Musk says will not have to raise funds in Q4,"Oct 9 Tesla Motors Inc Chief Executive Elon Musk on Sunday said the company would not need to raise equity or corporate debt in the fourth quarter for its planned acquisition of SolarCity Corp, contradicting a filing the company made with regulators last week."
2016-10-09,CORRECTED-BRIEF-Elon Musk says Tesla/Solarcity will not need to raise equity or debt in Q4- tweet,"* Tesla's Elon Musk - ""Tesla product unveiling on the 17th (unexpected by most), followed by Tesla/Solarcity on the 28th"" - tweet"
2016-10-09,Tesla's Musk says will not have to raise funds in Q4,Oct 9 Tesla Motors Inc Chief Executive Elon Musk on Sunday announced a product unveiling on Oct. 17 and said the company would not need to raise equity or corporate debt in the fourth quarter for its planned acquisition of SolarCity Corp.
2016-10-12,UPDATE 1-Tesla to provide plans for combined company before SolarCity merger vote,Oct 12 Tesla Motors Inc said on Wednesday it will provide strategic and product plans for a combined company of the electric automaker and SolarCity Corp  ahead of a Nov. 17 merger vote by shareholders of both companies.
2016-10-12,"Tesla, SolarCity shareholders vote Nov. 17 on merger",Oct 12 Tesla Motors Inc and SolarCity Corp said Wednesday in a U.S. securities filing that a vote to merge the two California-based companies will take place on Nov. 17.
2016-10-12,"BRIEF-Tesla says co, Solarcity will unveil solar roof product on Oct 28","* On October 28th, Tesla and Solarcity will unveil solar roof product"
2016-10-12,"BRIEF-Proterra names Tesla manufacturing veteran, Josh Ensign as chief operating officer","* Heavy-Duty electric vehicle maker Proterra names Honeywell and Tesla manufacturing veteran, Josh Ensign as chief operating officer"
2016-10-17,"UPDATE 2-Tesla, Panasonic to collaborate on solar manufacturing","Oct 17 Elon Musk's Tesla Motors said it would collaborate with its longstanding battery partner, Japan's Panasonic Corp, to manufacture solar cells and panels at a New York factory."
2016-10-17,"Tesla, Panasonic to collaborate on solar cells production","Oct 17 Tesla Motors said it would collaborate with Panasonic Corp to manufacture solar cells and modules in Buffalo, New York."
2016-10-20,Tesla says it will roll out Uber-style ride services program,"SAN FRANCISCO, Oct 20 Tesla Motors Inc  is planning to roll out a ride services program and will announce details next year, the luxury electric vehicle maker said on its website, a service first outlined by Chief Executive Elon Musk in his master plan in July."
2016-10-20,Tesla says self-driving hardware to be built into all its cars,"SAN FRANCISCO Chief Executive Elon Musk said on Wednesday all new Tesla Motors Inc  models will come with hardware to enable them to be fully self-driving, as the Silicon Valley electric car company bids to be the first among many rivals to get autonomous vehicles on the road."
2016-10-20,Tesla says all vehicles in production to have full self-driving hardware,"Oct 19 Electric car maker Tesla Motors Inc  said on Wednesday all vehicles in production, including Model 3, will have full self-driving hardware."
2016-10-26,"REFILE-UPDATE 3-Tesla turns profit, Musk says no new capital needed for Model 3","SAN FRANCISCO, Oct 26 Tesla Motors Inc  reported its first quarterly net profit in more than three years on Wednesday, buoyed by nearly $139 million in sales of clean car credits, and Chief Executive Elon Musk said the company could turn a profit again in the fourth quarter."
2016-10-26,Quebec approves new law to boost sales of zero emission vehicles,"MONTREAL, Oct 26 Quebec lawmakers on Wednesday approved new zero emission vehicle legislation that obliges automakers selling cars in the Canadian province to offer their customers a minimum number of hybrid, rechargeable and electric models."
2016-10-26,BRIEF-Tesla posts 3rd-qtr non-GAAP profit of $0.71 per share,* Model 3 on plan for volume deliveries in second half of 2017
2016-10-26,Tesla reports quarterly profit,Oct 26 Tesla Motors Inc reported a quarterly profit on Wednesday as record deliveries helped to offset rising expenses related to next year's roll-out of the company's mass-market Model 3 sedan.
2016-10-26,BRIEF-Tesla Motors Inc Q3 results press release,Oct 26 Please click on the link below for Tesla's Q3 earnings press release. Source Text: http://files.shareholder.com/downloads/ABEA-4CW8X0/3100404343x0x913801/F9E5C36A-AFDD-4FF2-A375-ED9B0F912622/Q3_16_Update_Letter_-_final.pdf
2016-10-27,"UPDATE 1-Tesla up on surprise profit, reassurance on capital plans",Oct 27 Tesla Motors Inc's shares rose more than 5 percent in early trading on Thursday as investors welcomed the electric car maker's first quarterly profit in more than three years and its reassurance that the Model 3 sedan would not need new capital.
2016-10-27,"Tesla up on surprise profit, reassurance on capital plans",Oct 27 Tesla Motors Inc shares rose 5 percent in premarket trading on Thursday as investors welcomed the electric car maker's first quarterly profit in more than three years and its reassurance that the Model 3 sedan would not need new capital.
2016-10-27,"Tesla turns profit, Musk says no new capital needed for Model 3","SAN FRANCISCO Tesla Motors Inc  reported its first quarterly net profit in more than three years on Wednesday, buoyed by nearly $139 million in sales of clean car credits, and Chief Executive Elon Musk said the company could turn a profit again in the fourth quarter. | Video"
2016-10-31,UPDATE 2-Panasonic cuts profit view on upfront investment in Tesla battery plant,* CEO says more investment in batteries to come on solid EV demand
2016-10-31,BRIEF-Panasonic sees shortage in battery production capacity if Tesla sales go smoothly,* Expects a shortage in battery production capacity if Tesla Motors Inc sales go smoothly  Further company coverage:    (Reporting by Makiko Yamazaki)
2016-11-01,UPDATE 2-Tesla says SolarCity would add $1 billion to 2017 revenue,"SAN FRANCISCO/LOS ANGELES, Nov 1  Tesla Motors Inc said on Tuesday its $2.6 billion merger with SolarCity Corp would add over $500 million in cash to the electric carmaker's balance sheet over the next three years, while contributing over $1 billion to revenue in 2017."
2016-11-01,"Tesla, SolarCity shares fall ahead of merger details","SAN FRANCISCO, Nov 1  Shares of Tesla Motors Inc  and SolarCity Corp tumbled on Tuesday ahead of expected financial details from the electric carmaker on a pending $2.6 billion merger that has been met with widespread investor skepticism."
2016-11-01,"BRIEF-Tesla,Solarcity to hold Q&A; webcast to discuss pending acquisition",* Question & answer webcast to discuss Tesla's pending acquisition of Solarcity
2016-11-02,UPDATE 2-Tesla obliged to pay $1.7 bln to Panasonic for gigafactory cells,"Nov 2 Tesla Motors Inc had an obligation to pay a total of about $1.7 billion to Japan's Panasonic Corp as of Sept. 30 for electric vehicle battery cells made at Tesla's gigafactory in Nevada, the carmaker said in a regulatory filing."
2016-11-02,Tesla obliged to pay $1.7 bln to Panasonic for gigafactory cells,"Nov 2 Tesla Motors Inc had an obligation to pay a total of about $1.7 billion to Japan's Panasonic Corp as of Sept. 30 for electric vehicle battery cells made at Tesla's gigafactory in Nevada, the carmaker said in a regulatory filing."
2016-11-04,Tesla Motors' SolarCity deal gets a boost from shareholder advisory firm,Institutional Shareholder Services (ISS) on Friday recommended that investors in both companies approve Tesla Motors'  plan to buy solar panel installer SolarCity  for more than $2 billion.
2016-11-04,UPDATE 2-Tesla Motors' SolarCity deal gets a boost from shareholder advisory firm,Nov 4 Institutional Shareholder Services (ISS) on Friday recommended that investors in both companies approve Tesla Motors' plan to buy solar panel installer SolarCity for more than $2 billion.
2016-11-04,Tesla Motors' SolarCity deal gets a boost from ISS blessing,"Nov 4 Institutional Shareholder Services (ISS) gave a boost to Tesla Motors' plan to buy solar panel installer SolarCity for more than $2 billion by recommending that shareholders of both companies vote for the deal, the advisory firm said on Friday."
2016-11-08,UPDATE 2-Tesla buys Germany's Grohmann Engineering to help ramp up electric car production,* Tesla buys German industrial automation specialist Grohmann
2016-11-08,Tesla to buy Germany-based Grohmann Engineering,Nov 8 Electric car maker Tesla Motors Inc  said on Tuesday it would buy Germany-based Grohmann Engineering to improve its automated manufacturing systems.
2016-11-08,BRIEF-Tesla Motors to buy Grohmann Engineering,* Says has entered into an agreement to acquire Grohmann Engineering
2016-11-09,"UPDATE 1-SolarCity 3rd-qtr installations top view, costs fall","Nov 9 Rooftop solar company SolarCity Corp , which hopes to be acquired by Tesla Motors Inc , said installations exceeded expectations in the third quarter but would come in at the low end of the company's forecast for the year."
2016-11-09,SolarCity's revenue jumps 76.1 percent,"Nov 9 Solar panel installer SolarCity Corp , which is being acquired by Tesla Motors Inc, reported a 76.1 percent rise in quarterly revenue."
2016-11-11,CORRECTED-UPDATE 2-Nvidia posts biggest qtrly revenue growth in 6 yrs; shares soar,Nov 10 Nvidia Corp reported its biggest quarterly revenue growth in more than six years as demand soared for its gaming chips used in personal computers.
2016-11-15,BRIEF-Tesla to raise China vehicle prices by 3 pct to 5 pct from Nov 22,* It will raise China vehicle prices by 3 percent to 5 percent from Nov 22    (Reporting by Beijing Monitoring Desk; Editing by Sunil Nair)
2016-11-16,Tesla's SolarCity vote comes as rooftop solar growth hits the brakes,Nov 16 The rooftop solar industry has slowed sharply this year as the sector moved from one of scrappy upstarts to a mature business.
2016-11-17,"Tesla's Musk closes SolarCity deal, more challenges lie ahead","LOS ANGELES Tesla Motors Inc Chief Executive Elon Musk won approval on Thursday from the electric luxury automaker's shareholders for an acquisition of SolarCity Corp, the solar energy system installer in which he is the largest shareholder."
2016-11-17,"UPDATE 2-Tesla's Musk closes SolarCity deal, more challenges lie ahead","LOS ANGELES, Nov 17 Tesla Motors Inc  Chief Executive Elon Musk won approval on Thursday from the electric luxury automaker's shareholders for an acquisition of SolarCity Corp, the solar energy system installer in which he is the largest shareholder."
2016-11-17,"Tesla's Musk closes SolarCity deal, more challenges ahead","LOS ANGELES Tesla Motors Inc Chief Executive Elon Musk won approval on Thursday from the electric luxury automaker's shareholders for an acquisition of SolarCity Corp, the solar energy system installer in which he is the largest shareholder."
2016-11-17,"CORRECTED-UPDATE 1-Tesla's Musk closes SolarCity deal, more challenges ahead","LOS ANGELES, Nov 17 Tesla Motors Inc  Chief Executive Elon Musk won approval on Thursday from the electric luxury automaker's shareholders for an acquisition of SolarCity Corp, the solar energy system installer in which he is the largest shareholder."
2016-11-17,Tesla shareholders approve acquisition of SolarCity,"LOS ANGELES Tesla Motors Inc  shareholders voted ""overwhelmingly"" in favor of acquiring SolarCity Corp  on Thursday, handing a victory to Chief Executive Elon Musk as he tries to create a carbon-free energy and transportation company."
2016-11-17,RPT-Tesla's SolarCity vote comes as rooftop solar growth hits the brakes,Nov 16 The rooftop solar industry has slowed sharply this year as the sector moved from one of scrappy upstarts to a mature business.
2017-01-11,European carmakers hope to catch Tesla with faster e-car chargers,"* New stations would allow long range charge in minutes, not hours"
2017-01-11,Tesla taps Apple engineer for Autopilot software,"Jan 10 Electric carmaker Tesla Motors Inc  has hired a key Apple Inc software engineer to oversee its Autopilot self-driving software efforts, Tesla said in a blog post Tuesday."
2017-01-19,Panasonic aims to move Tesla auto partnership beyond batteries: CEO,"OSAKA Panasonic Corp aims to extend its partnership with electric car maker Tesla Motors Inc beyond batteries and into self-driving technology, as the Japanese conglomerate continues to shift its focus to the automotive business."
2017-01-19,Panasonic aims to move Tesla auto partnership beyond batteries -CEO,"OSAKA, Jan 19 Panasonic Corp aims to extend its partnership with electric car maker Tesla Motors Inc  beyond batteries and into self-driving technology, as the Japanese conglomerate continues to shift its focus to the automotive business."
2017-01-20,U.S. regulator finds no evidence of defects after Tesla death probe,WASHINGTON U.S. auto safety regulators said on Thursday they found no evidence of defects in a Tesla Motors Inc  car involved in the death of a man whose Model S collided with a truck while he was using its Autopilot system.
2017-01-20,UPDATE 5-U.S. regulator finds no evidence of defects after Tesla death probe,"WASHINGTON, Jan 19 U.S. auto safety regulators said on Thursday they found no evidence of defects in a Tesla Motors Inc car involved in the death of a man whose Model S collided with a truck while he was using its Autopilot system."
2017-01-26,Tesla sues ex-Autopilot head over recruiting Tesla engineers for new gig,"SAN FRANCISCO, Jan 26 Tesla sued the former head of its Autopilot system on Thursday, alleging the executive tried to recruit Tesla engineers for his new venture with the ex-head of Google's self-driving program while still working at the electric car company."
2017-02-01,Tesla drops 'Motors' from name as CEO Musk looks beyond cars,"Feb 1 Tesla Motors Inc changed its name to ""Tesla Inc"" as Chief Executive Elon Musk looks to transform the Silicon Valley firm from an electric car maker to a diversified energy products company."
2017-02-01,"BRIEF-Tesla Motors amends certificate of incorporation to change its name to ""Tesla Inc""","* Tesla Motors Inc - Amended certificate of incorporation and its bylaws to reflect change of its corporate name to ""Tesla Inc""  Source: (http://bit.ly/2kVilxa) Further company coverage:"
2017-02-06,REFILE-Elon Musk's Tesla and SpaceX oppose Trump immigration order,"Feb 6 Elon Musk's Tesla Inc and SpaceX on Monday joined a legal brief filed by businesses opposed to President Donald Trump's order restricting immigration from seven Muslim-majority countries, according to a court filing."
2017-02-08,Tesla may launch in India this summer - Musk,"Feb 8 Electric car maker Tesla Inc may enter the Indian market this summer, Chief Executive Elon Musk tweeted on Tuesday."
2017-02-11,UPDATE 4-UAW says it will greet Tesla workers with 'open arms',"SAN FRANCISCO/DETROIT Feb 10 The United Automobile Workers union on Friday said it had been approached by workers at Tesla Inc's Fremont, California, assembly plant, rejecting a charge by the chief executive of the luxury electric car maker that a worker who publicly criticized the company was on the UAW payroll."
2017-02-13,Tesla targets Middle East drive with Dubai debut,"DUBAI, Feb 13 Tesla Inc has started selling its luxury electric cars in Dubai, marking its first foray into the Middle East."
2017-02-14,Dubai transport authority agrees to buy 200 Tesla vehicles,"DUBAI, Feb 14 Dubai's Road & Transport Authority (RTA) said on Tuesday it has agreed to buy 200 electric vehicles from Tesla Inc, a day after the carmaker announced it would open its first Middle East office in Dubai."
2017-02-16,Auto union president: Organizing at Tesla depends on workers,"The president of the United Auto Workers union said on Thursday UAW organizers are in contact with workers at Silicon Valley electric car maker Tesla Inc , but said any formal effort to organize workers will ""be determined by the interest of employees."""
2017-02-16,Auto union president: Organizing at Tesla depends on workers,"Feb 16 The president of the United Auto Workers union said on Thursday UAW organizers are in contact with workers at Silicon Valley electric car maker Tesla Inc, but said any formal effort to organize workers will ""be determined by the interest of employees."""
2017-02-22,Tesla down ahead of first quarterly report to include SolarCity,SAN FRANCISCO Shares of Tesla were down almost 1 percent on Wednesday ahead of the electric car maker's first quarterly report following its $2.6 billion acquisition of solar panel installer SolarCity.
2017-02-22,Tesla down ahead of first quarterly report to include SolarCity,"SAN FRANCISCO, Feb 22 Shares of Tesla were down almost 1 percent on Wednesday ahead of the electric car maker's first quarterly report following its $2.6 billion acquisition of solar panel installer SolarCity."
2017-02-22,RPT-Short sellers lose nearly $2 bln in Tesla tug-of-war,"SAN FRANCISCO, Feb 22 Short sellers have been at the losing end of a tug-of-war with Tesla Inc investors in 2017, with some surrendering in recent weeks following nearly $2 billion in losses as shares of the electric car maker approach record highs."
