date,title,abstract
2015-05-21,Cerberus launches selldown of up to $878 million in Japan's Seibu: IFR,"HONG KONG U.S. private equity firm Cerberus Capital Management LP on Thursday launched a selldown of up to $878 million in railway firm Seibu Holdings , IFR reported, citing a term sheet of the transaction."
2015-05-25,Goldman Sachs targets $1 bln in Japan renewable energy bonds,"TOKYO, May 25 Goldman Sachs Group Inc  plans to establish a bond facility to target $1 billion in investment within the next few years in renewable energy projects in Japan, people familiar with the plan said."
2015-05-26,Goldman names Cohen global head of financial sponsor M&A;,"May 26 Goldman Sachs Group Inc has appointed Stephanie Cohen as global head of financial sponsor M&A;, a newly created role aimed at boosting its private equity dealmaking coverage, the investment bank said in a memo on Tuesday."
2015-05-26,Carlyle hires Goldman for possible Telecable stake sale: sources,"MADRID Private equity firm Carlyle  has hired Goldman Sachs to advise it on the possible sale of its controlling stake in Spanish telecoms operator Telecable, two sources with knowledge of the deal said on Tuesday."
2015-05-26,Carlyle hires Goldman for possible Telecable stake sale - sources,"MADRID, May 26 Private equity firm Carlyle  has hired Goldman Sachs to advise it on the possible sale of its controlling stake in Spanish telecoms operator Telecable, two sources with knowledge of the deal said on Tuesday."
2015-05-26,UPDATE 1-MOVES-Goldman Sachs names new investment banking heads in Asia,"HONG KONG, May 26 Goldman Sachs has named Andrea Vella and Kate Richdale as its new co-heads of investment banking in Asia excluding Japan, according to an internal memo, replacing Matthew Westerman who will transfer to a senior role in London."
2015-05-26,MOVES--Goldman Sachs names new investment banking heads in Asia,"HONG KONG, May 26 Goldman Sachs has named Kate Richdale and Andrea Vella as its new co-heads of investment banking in Asia excluding Japan, according to an internal memo seen by Reuters on Tuesday."
2015-05-27,Goldman tops 2015 City of London bank bonus charts,"LONDON Bankers at Goldman Sachs received the highest bonuses in London's banking industry this year but bonuses paid out by the top 10 banks were down overall compared to last year, a survey published on Wednesday showed."
2015-05-27,Goldman tops 2015 City of London bank bonus charts,"By Jamie McGeever     LONDON, May 27 Bankers at Goldman Sachs  received the highest bonuses in London's banking industry this year but bonuses paid out by the top 10 banks were down overall compared to last year, a survey published on Wednesday showed.     Goldman Sachs bankers received an average bonus of 194,000 pounds ($300,000), some 14 percent more than their peers at second-placed Morgan Stanley, according to salary benchmarking site Emolument.com.     The top five in the surve"
2015-05-28,Goldman's Buddy Donohue to return to U.S. SEC as chief of staff,"WASHINGTON Andrew J. ""Buddy"" Donohue has agreed to return to the U.S. Securities and Exchange Commission to serve as the chief of staff for SEC Chair Mary Jo White, the agency said on Thursday."
2015-05-28,"Goldman Sachs tried to lure Libor trader with $3 million bonus, court hears","LONDON Tom Hayes, a former trader charged with conspiring to rig benchmark interest rates, had become such a powerful player in 2008 that Goldman Sachs tried to hire him with a $3 million signing-on bonus, a London court was told on Thursday."
2015-05-28,"Goldman Sachs tried to lure Libor trader with $3 mln bonus, court hears","LONDON, May 28 Tom Hayes, a former trader charged with conspiring to rig benchmark interest rates, had become such a powerful player in 2008 that Goldman Sachs  tried to hire him with a $3 million signing-on bonus, a London court was told on Thursday."
2015-05-28,Goldman's Buddy Donohue to return to U.S. SEC as chief of staff,"WASHINGTON, May 28 Andrew J. ""Buddy"" Donohue has agreed to return to the U.S. Securities and Exchange Commission to serve as the chief of staff for SEC Chair Mary Jo White, the agency said on Thursday."
2015-05-28,UPDATE 1-Financial spreadbetter CMC Markets set to list next year - CEO,"May 28 British financial spreadbetting firm CMC Markets should announce details of a planned London stock market listing within about two weeks and float next year, its chief executive and main shareholder said on Thursday."
2015-05-28,"China's Taikang Life taps CICC, Goldman, C.Suisse for $3 bln HK IPO-IFR","HONG KONG, May 28 Chinese insurer Taikang Life Insurance has appointed three banks to help manage a planned Hong Kong initial public offering of about $3 billion slated for the fourth quarter of 2015, IFR reported on Thursday, citing sources familiar with the plans."
2015-05-29,MOVES-Goldman's David Wells joining its investment management division,"May 29 Goldman Sachs Group Inc appointed David Wells to a newly created role in its investment management division, according to an internal memo."
2015-05-31,UPDATE 1-GE launches sales process for U.S. lending units,"NEW YORK, May 31 General Electric Co has launched the sales process for a roughly $40 billion portion of its U.S. commercial lending assets as a part of its broad retreat from its finance businesses, a source familiar with the situation said on Sunday."
2015-06-02,REFILE-Goldman executives take victory lap in debate over business model,"NEW YORK, June 2 Senior Goldman Sachs Group Inc  executives took a victory lap on Tuesday, telling an investor conference that the bank's recent results show they have been right all along about its trading-heavy business model."
2015-06-02,BRIEF-Goldman Sachs' Cohn says volatility has helped profits,June 2 Goldman Sachs Group Inc President Gary Cohn spoke at a Deutsche Bank investor conference on Tuesday. Below are some notable remarks and details from the presentation:
2015-06-02,Zach Pandl to return to Goldman as senior economist: source,"NEW YORK Goldman Sachs  has hired Zach Pandl as senior economist, marking a return to the Wall Street investment bank after spending less than three years at Columbia Threadneedle, a source familiar with the matter said on Tuesday."
2015-06-02,REFILE-Zach Pandl to return to Goldman as senior economist - source,"NEW YORK, June 2 Goldman Sachs has hired Zach Pandl as senior economist, marking a return to the Wall Street investment bank after spending less than three years at Columbia Threadneedle, a source familiar with the matter said on Tuesday."
2015-06-02,CVC sniffs out 2 billion euro financing for Douglas buyout,"LONDON Banks are lining up around 2 billion euros ($2.21 billion) of debt financing to back CVC Capital Partners’ acquisition of perfume and cosmetics retailer Douglas, banking sources said on Tuesday."
2015-06-09,Former Goldman Sachs Germany head Dibelius leaves bank,"FRANKFURT, June 9 Alexander Dibelius, one of Germany's most prominent investment bankers, will leave Goldman Sachs at the end of July, the bank said on Tuesday."
2015-06-10,"UPDATE 1-Goldman, Blackstone bid for Northern Rock's Granite - sources","LONDON, June 10 A consortium including Goldman Sachs and Blackstone has bid for Northern Rock's 13 billion pound ($20 billion) mortgage securitisation vehicle, three sources familiar with the matter said on Wednesday."
2015-06-10,"Brazil rates luring investors, Goldman's Cohn tells Valor newspaper","SAO PAULO, June 10 Foreign investors are returning to Brazil, lured by the country's weakening currency and rising interest rates amid ample global liquidity, a senior executive at Goldman Sachs Group Inc told Brazilian newspaper Valor Econômico."
2015-06-17,Goldman to summer interns: Don't stay in the office overnight,NEW YORK Goldman Sachs Group Inc has told its summer investment banking interns not to stay in the office overnight in a bid to improve working conditions for its junior staff.
2015-06-17,Goldman to summer interns: Don't stay in the office overnight,"NEW YORK, June 17 Goldman Sachs Group Inc  has told its summer investment banking interns not to stay in the office overnight in a bid to improve working conditions for its junior staff."
2015-06-22,"Goldman-backed PSAV plans $300 mln IPO, company valued at $2 bln- Bloomberg","June 22 PSAV, an events services company, is preparing for an initial public offering that could raise about $300 million, Bloomberg reported, citing people familiar with the matter."
2015-06-23,Banks picked for IPO of construction blocks maker Xella-sources,"FRANKFURT, June 23 Owners Goldman Sachs  and PAI Partners are bringing forward a planned stock market listing of their building materials business Xella and have picked banks to arrange the potential 2.5 billion euro ($2.8 billion) deal, two people familiar with the matter said."
2015-06-23,"Baidu names Goldman, JP Morgan for proposed dollar bond issue","HONG KONG, June 23 (IFR) - Chinese tech giant Baidu  has mandated Goldman Sachs and JP Morgan for an offering of SEC-registered US dollar bonds."
2015-06-23,"Goldman-backed PSAV plans $300 milliion IPO, company valued at $2 billion: Bloomberg","PSAV, an events services company, is preparing for an initial public offering that could raise about $300 million, Bloomberg reported, citing people familiar with the matter."
2015-06-27,"Goldman Sachs eyes tilt to EU if UK backs ""Brexit"" -paper","FRANKFURT, June 27 Goldman Sachs would shift resources towards locations in continental Europe and away from Britain should the country's voters choose to end the country's membership of the EU, a senior executive told the Frankfurter Allgemeine Sonntagszeitung."
2015-06-30,Goldman settles SEC charges over 2013 trading incident,"Goldman Sachs Group Inc  will pay $7 million to resolve U.S. Securities and Exchange Commission charges stemming from a programming error that caused the stock options market to be flooded with erroneous orders, roiling traders and prices."
2015-06-30,UPDATE 2-Goldman settles SEC charges over 2013 trading incident,"June 30 Goldman Sachs Group Inc will pay $7 million to resolve U.S. Securities and Exchange Commission charges stemming from a programming error that caused the stock options market to be flooded with erroneous orders, roiling traders and prices."
2015-06-30,Goldman settles SEC charges it violated market access rule,June 30 Goldman Sachs Group Inc will pay $7 million to resolve U.S. Securities and Exchange Commission charges stemming from an August 2013 trading incident that resulted in the erroneous executions of options contracts and disrupted markets.
2015-07-01,Exchange denies rumor that Goldman Sachs is shorting China's stock market,"SHANGHAI, July 1 China's Financial Futures Exchange on Wednesday squashed rumors that foreign investors including Goldman Sachs have been shorting Chinese stocks using index futures, the latest move by regulators to calm market anxiety following two weeks of panic selling."
2015-07-02,MOVES-Goldman's activism defense banker Anderson joins Evercore -source,"July 2 Goldman Sachs Group Inc's William Anderson is joining New York-based boutique investment bank Evercore Partners Inc, a person familiar with the matter told Reuters on Thursday."
2015-07-02,Yelp temporarily decides not to pursue a sale: Bloomberg,"Yelp Inc, operator of consumer review website yelp.com, had temporarily decided not to pursue a sale, Bloomberg reported, citing people with knowledge of the matter."
2015-07-02,CORRECTED-Yelp temporarily decides not to pursue a sale - Bloomberg,"July 2 Yelp Inc, operator of consumer review website yelp.com, had temporarily decided not to pursue a sale, Bloomberg reported, citing people with knowledge of the matter."
2015-07-02,Ex-Goldman director fails to void insider trading conviction,Former Goldman Sachs Group Inc director Rajat Gupta failed to persuade a U.S. judge to overturn his insider trading conviction for passing tips about the bank's financial results and a crucial investment from Warren Buffett's Berkshire Hathaway Inc.
2015-07-02,Ex-Goldman director fails to void insider trading conviction,NEW YORK Former Goldman Sachs Group Inc director Rajat Gupta failed to persuade a U.S. judge to overturn his insider trading conviction for passing tips about the bank's financial results and a crucial investment from Warren Buffett's Berkshire Hathaway Inc.
2015-07-02,Ex-Goldman director fails to void insider trading conviction,"NEW YORK, July 2 Former Goldman Sachs Group Inc  director Rajat Gupta failed to persuade a U.S. judge to overturn his insider trading conviction for passing tips about the bank's financial results and a crucial investment from Warren Buffett's Berkshire Hathaway Inc."
2015-07-03,"UPDATE 3-UberPOP halts service in France after clampdown, protests","* Two Uber execs face French trial in September   (Adds govt, taxi federation reactions)"
2015-07-03,CORRECTED-UPDATE 4-Aetna nears deal to buy Humana for about $34 bln -sources,"July 2 U.S health insurer Aetna Inc is nearing an agreement to buy rival Humana Inc for about $34 billion in a cash and stock deal, people familiar with the matter told Reuters on Thursday."
2015-07-06,Goldman former investment banking co-head Weinberg to retire - Bloomberg,"July 6 Goldman Sachs Group Inc's former co-head of investment banking, John Weinberg, will retire after 32 years at the Wall Street bank, Bloomberg reported."
2015-07-06,Ex-Goldman programmer Aleynikov wins dismissal of second conviction,"NEW YORK A former Goldman Sachs Group Inc  programmer on Monday won dismissal of his second criminal conviction, highlighting the difficulty of proving that he committed a crime by copying some of the investment bank's high frequency trading code."
2015-07-06,UPDATE 3-Ex-Goldman programmer Aleynikov wins dismissal of second conviction,"NEW YORK, July 6 A former Goldman Sachs Group Inc programmer on Monday won dismissal of his second criminal conviction, highlighting the difficulty of proving that he committed a crime by copying some of the investment bank's high frequency trading code."
2015-07-06,Ex-Goldman programmer Aleynikov wins dismissal of second conviction,"NEW YORK A former Goldman Sachs Group Inc  programmer on Monday won dismissal of his second criminal conviction, highlighting the difficulty of proving that he committed a crime by copying some of the investment bank's high frequency trading code."
2015-07-06,N.Y. judge tosses conviction of ex-Goldman programmer Aleynikov,"NEW YORK, July 6 A New York judge has thrown out the conviction of former Goldman Sachs Group Inc programmer Sergey Aleynikov on charges of stealing some of the bank's high-frequency trading code."
2015-07-06,Philip Morris seeks at least $1 bln from stake sale in Indonesia unit -WSJ,"JAKARTA, July 6 U.S. cigarette giant Philip Morris International Inc plans to sell shares worth more than $1 billion in Indonesia's PT HM Sampoerna Tbk, the Wall Street Journal reported on Monday, citing people familiar with the matter."
2015-07-07,"MOVES- Goldman Sachs, RSA Insurance, Royal Bank of Canada","July 7 The following financial services industry appointments were announced on Tuesday. To inform us of other job changes, email moves@thomsonreuters.com."
2015-07-07,"DEALTALK-Surge in Brazil toxic loans catches eyes of Goldman, JPMorgan","SAO PAULO, July 7 Goldman Sachs Group Inc  and JPMorgan Chase & Co are among the global banks looking to invest in Brazilian distressed loans, an area some are calling the flavor of the month in Latin America's largest economy."
2015-07-07,MOVES-Goldman names Karen Cook co-chairman of investment banking,"July 7 Goldman Sachs Group Inc appointed Karen Cook co-chairman of its investment banking division, according to an internal memo seen by Reuters."
2015-07-08,ConAgra turns to Centerview again for advice on Ralcorp -sources,"July 8 ConAgra Foods Inc has hired Centerview Partners to explore a sale of its private label unit Ralcorp, just two years after it acquired the troubled business with advice from the same investment bank, people familiar with the matter said."
2015-07-08,New Uber boat service seeks to bypass Istanbul's choking traffic,"ISTANBUL With the towering bridges that span the Bosphorus choked by traffic, a new boat service from Uber aims to capitalize on Istanbul's infamous road congestion."
2015-07-08,New Uber boat service seeks to bypass Istanbul's choking traffic,"ISTANBUL, July 8 With the towering bridges that span the Bosphorus choked by traffic, a new boat service from Uber aims to capitalise on Istanbul's infamous road congestion."
2015-07-15,Goldman Sachs sees Iran nuclear deal as downside risk to its oil price forecast,"SINGAPORE This week's nuclear deal between Iran and major global powers puts downside risk to oil prices as Iran's vast reserves gradually start to return to the market in 2016 in greater volumes, U.S. bank Goldman Sachs said."
2015-07-16,"Goldman profit hit by big legal provision, weak bond trading","Goldman Sachs Group Inc reported its smallest quarterly profit in nearly four years on Thursday as it set aside more than $1 billion to cover potential mortgage settlements, and nervous investors pulled back from bond trading. | Video"
2015-07-16,UPDATE 1-Goldman Sachs pads bottom line with frugal hiring,"July 16 Goldman Sachs Group Inc has begun staffing up again after years of cutting back, to build up its investment management business and comply with new regulations."
2015-07-16,"UPDATE 6-Goldman profit hit by big legal provision, weak bond trading","July 16 Goldman Sachs Group Inc reported its smallest quarterly profit in nearly four years on Thursday as it set aside more than $1 billion to cover potential mortgage settlements, and nervous investors pulled back from bond trading."
2015-07-16,Goldman Sachs pads bottom line with frugal hiring,"July 16 Goldman Sachs Group Inc is hiring like crazy to expand its investment management business, but because many of its new workers are based in low-cost cities, its costs are still going down."
2015-07-16,BRIEF-Goldman CFO says Greek crisis bond hurt trading results,July 16 Goldman Sachs Group Inc Chief Financial Officer Harvey Schwartz spoke on a conference call with analysts on Thursday to discuss second-quarter earnings. Below are some of his comments:
2015-07-16,"Goldman Sachs profit falls on weak bond trading, legal expenses","July 16 Goldman Sachs Group Inc's  quarterly profit more than halved, hurt by weaker trading revenue and litigation expenses."
2015-07-21,"Goldman bets on European stocks, steers clear of U.S.","LONDON, July 21 With market jitters over Greece receding, Goldman Sachs is advising clients to load up on European stocks at the expense of U.S. assets."
2015-07-25,Mobile payments company Square files confidentially for IPO - reports,"NEW YORK, July 25 Square Inc., the mobile-payments company founded in 2009 by Jack Dorsey, who is also the interim chief executive officer of Twitter Inc., has filed confidentially for an initial public offering, according to media reports."
2015-07-27,Goldman Sachs must pay $1.8 mln for reporting failures-FINRA,"A Goldman Sachs Group Inc unit must pay $1.8 million for not reporting ""substantial"" details about its alternative trading system orders to a system that tracks that information, and also for other lapses, Wall Street's industry-funded watchdog said."
2015-07-27,UPDATE 1-Goldman Sachs must pay $1.8 mln for reporting failures-FINRA,"July 27 A Goldman Sachs Group Inc unit must pay $1.8 million for not reporting ""substantial"" details about its alternative trading system orders to a system that tracks that information, and also for other lapses, Wall Street's industry-funded watchdog said."
2015-07-28,COLUMN-Goldman adds fuel to raging bear-bull copper fire: Andy Home,"(The opinions expressed here are those of the author, a columnist for Reuters.)     By Andy Home     LONDON, July 28 Goldman Sachs has inflamed further an already heated argument between analysts over the outlook for the copper market.      The Wall Street heavyweight has positioned itself as a super bear, slashing its short, medium and long-term forecasts by as much as 44 percent in the case of 2018.      Cash copper, currently trading around $5,200 per tonne, will fall to $4,500"
2015-07-29,"Going for Gold(man): UK bank analyst pay tops out at 71,000 pounds","LONDON, July 29 Goldman Sachs and Morgan Stanley are offering the fattest bonuses to their London analysts, but if it's a high base salary you're after then head to Deutsche Bank, according to a survey on Wednesday."
2015-07-30,"Lloyds sells 2.6 bln stg of Irish loans to Goldman, CarVal, BoI group","LONDON, July 30 Lloyds Banking Group  said it sold a portfolio of Irish commercial loans with a face value of 2.6 billion pounds ($4.1 billion) to a consortium including Goldman Sachs and Bank of Ireland."
2015-07-31,Goldman tentatively agrees to pay $270 mln to settle lawsuit -source,"Goldman Sachs Group Inc has tentatively agreed to pay about $270 million to settle a lawsuit by investors, according to a source familiar with the matter."
2015-07-31,Goldman tentatively agrees to pay $270 mln to settle lawsuit -source,"July 31 Goldman Sachs Group Inc has tentatively agreed to pay about $270 million to settle a lawsuit by investors, according to a source familiar with the matter."
2015-08-03,UPDATE 1-Petco hires Goldman Sachs for sale or IPO-sources,"NEW YORK, Aug 3 Petco Animal Supplies Inc has hired Goldman Sachs Group Inc to lead a potential initial public offering or sale that could value the pet supplies retailer at between $4 billion and $5 billion, including debt, according to people familiar with the matter."
2015-08-03,Petco hires Goldman Sachs for sale or IPO-sources,"Aug 3 Retailer Petco Animal Supply Inc has hired Goldman Sachs Group Inc for a potential initial public offering or sale that could value it at between $4 billion and $5 billion, including debt, according to people familiar with the matter."
2015-08-03,Goldman raises top end of legal-loss estimate,"Goldman Sachs Group Inc  raised the top end of the range for possible legal losses to about $5.9 billion, the bank said in a regulatory filing on Monday."
2015-08-04,UPDATE 1-Alibaba hires former Goldman banker Evans as president,"BEIJING, Aug 4 Alibaba Group Holding Ltd  has hired former Goldman Sachs Group Inc partner Michael Evans to oversee the e-commerce company's international expansion, a top priority as the firm looks beyond China to sustain its heady growth rates."
2015-08-04,Alibaba hires former Goldman banker Evans as president,"BEIJING, Aug 4 Alibaba Group Holding Ltd  has hired former Goldman Sachs Group Inc partner Michael Evans to oversee the e-commerce company's international expansion, a top priority as the firm looks beyond China to sustain its heady growth rates."
2015-08-05,Alibaba pins U.S. growth hopes on Goldman's China rainmaker,HONG KONG Alibaba Group Holding Ltd is hoping a Canadian Olympic gold medallist once tipped to be the next chief executive of Goldman Sachs Group Inc will help them make it big in the United States. | Video
2015-08-05,REFILE-Alibaba pins U.S. growth hopes on Goldman's China rainmaker,"HONG KONG, Aug 5 Alibaba Group Holding Ltd  is hoping a Canadian Olympic gold medallist once tipped to be the next chief executive of Goldman Sachs Group Inc  will help them make it big in the United States."
2015-08-07,Malaysia officials visit Goldman office as part of 1MDB probe - sources,"KUALA LUMPUR/SINGAPORE, Aug 7 Malaysian anti-corruption officials investigating state investor 1MDB for alleged graft visited the local office of Goldman Sachs  last month seeking documents relating to the state firm, two people familiar with the visit said."
2015-08-13,"UPDATE 1-Goldman sells Colombia coal unit, ending physical commodity forays","NEW YORK, Aug 13 Goldman Sachs has sold its controversial Colombia coal mining division to privately held Murray Energy, Murray said on Thursday, concluding the Wall Street firm's divestment of physical commodity assets."
2015-08-13,Goldman Sachs to buy GE Capital's U.S. online deposits,"Goldman Sachs Group Inc  is buying GE Capital Bank's U.S. online deposits, a move that will give the largest U.S. investment bank a more stable source of funding to help it better weather future crises."
2015-08-13,UPDATE 3-Goldman Sachs to buy GE Capital's U.S. online deposits,"Aug 13 Goldman Sachs Group Inc is buying GE Capital Bank's U.S. online deposits, a move that will give the largest U.S. investment bank a more stable source of funding to help it better weather future crises."
2015-08-13,Goldman Sachs sells Colombia coal unit to Murray Energy,"NEW YORK, Aug 13 Goldman Sachs has sold its controversial Colombia coal mining division to privately held Murray Energy, Murray said on Thursday, concluding the Wall Street giant's divestment of physical commodity assets."
2015-08-13,WRAPUP 4-Solid U.S. retail sales bolster Fed rate hike expectations,"WASHINGTON, Aug 13 U.S. retail sales rebounded in July as households boosted purchases of automobiles and a range of other goods, suggesting the economy was growing solidly early in the third quarter and bolstering the case for a Federal Reserve interest rate hike."
2015-08-13,Goldman to pay $272 million to settle mortgage lawsuit,NEW YORK Goldman Sachs Group Inc will pay $272 million to settle a lawsuit that claimed the Wall Street bank defrauded investors about the safety of about $6 billion of residential mortgage-backed securities they bought in 2007 and 2008.
2015-08-13,Goldman to pay $272 million to settle mortgage lawsuit,NEW YORK Goldman Sachs Group Inc will pay $272 million to settle a lawsuit that claimed the Wall Street bank defrauded investors about the safety of about $6 billion of residential mortgage-backed securities they bought in 2007 and 2008.
2015-08-13,UPDATE 1-Goldman to pay $272 million to settle mortgage lawsuit,"NEW YORK, Aug 13 Goldman Sachs Group Inc  will pay $272 million to settle a lawsuit that claimed the Wall Street bank defrauded investors about the safety of about $6 billion of residential mortgage-backed securities they bought in 2007 and 2008."
2015-08-13,Goldman to pay $272 mln to settle mortgage lawsuit,"NEW YORK, Aug 13 Goldman Sachs Group Inc  will pay $272 million to settle a lawsuit that claimed the Wall Street bank defrauded investors about the safety of about $6 billion of residential mortgage-backed securities they bought in 2007 and 2008."
2015-08-14,China's yuan devaluation to pressure commodities: Goldman,"China's yuan devaluation signals that global economic conditions have taken a turn for the worse, creating more downward pressure to come for commodity markets, Goldman Sachs said."
2015-08-14,UPDATE 1-China's yuan devaluation to pressure commodities -Goldman,"Aug 14 China's yuan devaluation signals that global economic conditions have taken a turn for the worse, creating more downward pressure to come for commodity markets, Goldman Sachs said."
2015-08-14,China's yuan devaluation to put more downward pressure on commodities - Goldman Sachs,"SINGAPORE, Aug 14 China's yuan devaluation signals that global economic conditions have taken a turn for the worse, creating more downward pressure to come for commodity markets, Goldman Sachs said."
2015-08-17,"UPDATE 1-SunEdison, Goldman Sachs funds form $1 bln investment vehicle",Aug 17 U.S. solar company SunEdison Inc  said it would form a $1 billion warehouse investment vehicle along with funds managed by Goldman Sachs Group Inc to fund construction and buy operating assets.
2015-08-17,"SunEdison, Goldman Sachs funds form $1 bln investment vehicle","Aug 17 U.S. solar company SunEdison Inc  said it would form a $1 billion warehouse investment vehicle, WSIP Warehouse, along with funds managed by Goldman Sachs Group Inc."
2015-08-17,"Harvard's Kaplan, once at Goldman Sachs, to head Dallas Fed","The Federal Reserve Bank of Dallas on Monday picked Robert Steven Kaplan to be its next president, ending a nine-month search just as U.S. central bankers near the critical decision of when and how fast to raise interest rates."
2015-08-17,"UPDATE 1-Harvard's Kaplan, once at Goldman Sachs, to head Dallas Fed","Aug 17 The Federal Reserve Bank of Dallas on Monday picked Robert Steven Kaplan to be its next president, ending a nine-month search just as U.S. central bankers near the critical decision of when and how fast to raise interest rates."
2015-08-17,Goldman Sachs to invest $150 million in India's Piramal Realty,"Investment bank Goldman Sachs  will invest $150 million for a minority stake in India's Piramal Realty, the Mumbai-based real-estate developer said on Monday."
2015-08-17,Goldman Sachs to invest $150 mln in India's Piramal Realty,"Aug 17 Investment bank Goldman Sachs will invest $150 million for a minority stake in India's Piramal Realty, the Mumbai-based real-estate developer said on Monday."
2015-08-18,BNY Mellon to pay $14.8 mln to settle intern bribery probe,"Bank of New York Mellon Corp will pay $14.8 million to settle U.S. civil charges it gave internships to family members of officials linked to a Middle Eastern sovereign wealth fund, violating federal bribery laws."
2015-08-18,UPDATE 2-BNY Mellon to pay $14.8 mln to settle intern bribery probe,"Aug 18 Bank of New York Mellon Corp will pay $14.8 million to settle U.S. civil charges it gave internships to family members of officials linked to a Middle Eastern sovereign wealth fund, violating federal bribery laws."
2015-08-19,"JPMorgan, Goldman Sachs, Morgan Stanley to form data company-WSJ","Aug 19 JPMorgan Chase & Co, Goldman Sachs Group Inc and Morgan Stanley are working to create a company that will pull together and clean reams of data used to determine pricing and transaction costs, the Wall Street Journal reported."
2015-08-19,Goldman Sachs's unit obtains Hong Kong banking license,"HONG KONG A wholly-owned unit of Goldman Sachs Group  received a banking license from The Hong Kong Monetary Authority (HKMA), the HKMA announced on Wednesday, in a step that creates a local subsidiary through which the U.S investment bank can book its trades."
2015-08-19,Goldman Sachs's unit obtains Hong Kong banking license,"HONG KONG, Aug 19 A wholly-owned unit of Goldman Sachs Group received a banking license from The Hong Kong Monetary Authority (HKMA), the HKMA announced on Wednesday, in a step that creates a local subsidiary through which the U.S investment bank can book its trades."
2015-08-25,"Australia's I-MED hires Goldman, Macquarie for $360 mln IPO - source","SYDNEY, Aug 25 I-MED Radiology Network, Australia's biggest medical imaging firm, is seeking to raise A$500 million ($360 million) in an initial public offering and has hired investment banks Goldman Sachs and Macquarie Group Ltd to help manage the sale, a source told Reuters.  ($1 = 1.3847 Australian dollars)   (Reporting by Byron Kaye; Editing by Edwina Gibbs)"
2015-08-27,"Ex-Goldman employee, others, arrested in S.Korea stock probe-Yonhap","SEOUL, Aug 27 South Korean prosecutors arrested four people, including a former Goldman Sachs Group Inc  employee, suspected of involvement in the manipulation of stock in a small Korean company in 2011, Yonhap News Agency reported on Thursday."
2015-08-27,Goldman Sachs to hire several hundred people in Warsaw,"WARSAW Goldman Sachs will hire ""several hundred"" employees for its Warsaw-based technology and operations units over the next three years, the U.S. bank said on Thursday."
2015-08-27,UPDATE 1-Goldman Sachs to hire several hundred people in Warsaw,"WARSAW, Aug 27 Goldman Sachs will hire ""several hundred"" employees for its Warsaw-based technology and operations units over the next three years, the U.S. bank said on Thursday."
2015-09-08,Goldman wins dismissal of lawsuit over CDOs faulted by Senate,NEW YORK Goldman Sachs Group Inc  on Tuesday won the dismissal of a class-action lawsuit accusing it of defrauding investors in subprime mortgage offerings that some U.S. senators faulted after investigating causes of the 2008 financial crisis.
2015-09-08,Goldman wins dismissal of lawsuit over CDOs faulted by Senate,"NEW YORK, Sept 8 Goldman Sachs Group Inc  on Tuesday won the dismissal of a class-action lawsuit accusing it of defrauding investors in subprime mortgage offerings that some U.S. senators faulted after investigating causes of the 2008 financial crisis."
2015-09-08,Deals of the day- Mergers and acquisitions,"Sept 8 The following bids, mergers, acquisitions and disposals were reported by  2000 GMT on Tuesday:"
2015-09-08,Goldman unit hires ex-United Tech CEO Chenevert as adviser,"Sept 8 Goldman Sachs Group Inc said on Tuesday its merchant banking division hired the former head of U.S. conglomerate United Technologies Corp, Louis Chenevert, as an exclusive adviser."
2015-09-11,"GLOBAL MARKETS-Oil falls on Goldman call, stocks mixed before Fed meeting",* Dollar drifts before possible U.S. rate hike   (Adds close of U.S. markets)
2015-09-11,Oil ends down about 2 percent as Goldman Sachs cuts price forecast,"NEW YORK Crude futures fell 2 percent or more on Friday after influential Wall Street trader Goldman Sachs cut its outlook on oil, but positive sentiment from rebounding U.S. stock prices and less drilling for oil helped the market pare losses."
2015-09-11,UPDATE 12-Oil ends down about 2 pct as Goldman Sachs cuts price forecast,"* Goldman cuts 2015, 2016 outlook; Commerzbank also pares forecast"
2015-09-11,"GLOBAL MARKETS-Oil slumps on Goldman call, stocks mixed before Fed meeting",* Dollar drifts before possible U.S. rate hike   (Adds oil settlement prices)
2015-09-11,"GLOBAL MARKETS-Oil slumps on Goldman call, stocks steady before Fed meeting","* Dollar drifts before possible U.S. rate hike   (Adds close of European bond, stock markets)"
2015-09-11,"Goldman, Commerzbank cut oil forecasts on oversupply","Goldman Sachs and Germany's Commerzbank slashed their forecasts for oil prices on Friday, citing global oversupply and worries about top energy consumer China. | Video"
2015-09-11,"GLOBAL MARKETS-Oil slumps on Goldman call, stocks dip before Fed meeting","* Dollar drifts before possible U.S. rate hike   (Adds U.S. market open, byline, dateline; previous LONDON)"
2015-09-11,"Goldman cuts oil price forecasts on oversupply, China slowdown","Goldman Sachs said it expects oil prices to tumble further this year on rising OPEC production and recovering non-OPEC supply, which is expected to outstrip demand."
2015-09-11,China central bank seen ready to intervene again if offshore pushes yuan too far,"HONG KONG A spike higher in the offshore yuan following suspected rare intervention by Chinese state banks is expected to be short-lived, especially with a looming U.S. interest rate rise likely to add to the attraction of owning dollars."
2015-09-15,MOVES-JPMorgan names ex-Goldman banker Huang head of China global banking,"HONG KONG, Sept 15 JPMorgan Chase & Co  said on Tuesday it hired ex-Goldman Sachs banker Houston Huang as head of Global Investment Banking China, betting on continued growth in the world's second largest economy."
